ts,lat,lon,alt_msl,rel_alt,mode,armed,wp_idx,obs_count,nearest_obs_dist_m,evasion_active,evasion_path_len,evasion_path_idx
1785471536.795163,42.229695,-1.235085,500.1,-0.012,STABILIZE,0,1,0,,0,0,0
1785471537.2982373,42.229695,-1.235085,500.1,-0.013,GUIDED,0,1,0,,0,0,0
1785471537.7997792,42.229695,-1.235085,500.1,-0.013,GUIDED,0,1,0,,0,0,0
1785471538.3014796,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785471538.8037765,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785471539.30602,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785471539.807949,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785471540.3102999,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785471540.8117695,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785471541.3139417,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785471541.8158817,42.229695,-1.2350852,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785471542.3179855,42.229695,-1.2350852,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471542.8203123,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471543.3222713,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471543.824711,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471544.326315,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471544.8289683,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471545.330388,42.229695,-1.2350851,500.1,0.021,GUIDED,1,1,0,,0,0,0
1785471545.8330705,42.229695,-1.2350851,500.23,0.157,GUIDED,1,1,0,,0,0,0
1785471546.3350148,42.229695,-1.235085,500.9,0.829,GUIDED,1,1,0,,0,0,0
1785471546.8368502,42.229695,-1.2350849,501.65,1.577,GUIDED,1,1,0,,0,0,0
1785471547.3387418,42.229695,-1.2350849,502.66,2.58,GUIDED,1,1,0,,0,0,0
1785471547.8409789,42.229695,-1.2350848,504.14,4.06,GUIDED,1,1,0,,0,0,0
1785471548.3430064,42.229695,-1.2350848,505.67,5.592,GUIDED,1,1,0,,0,0,0
1785471548.844671,42.229695,-1.2350847,506.92,6.848,GUIDED,1,1,0,,0,0,0
1785471549.3463838,42.229695,-1.2350847,508.16,8.089,GUIDED,1,1,0,,0,0,0
1785471549.8487768,42.229695,-1.2350847,509.4,9.329,GUIDED,1,1,0,,0,0,0
1785471550.3514721,42.229695,-1.2350847,510.65,10.572,GUIDED,1,1,0,,0,0,0
1785471550.8532968,42.229695,-1.2350847,512.14,12.068,GUIDED,1,1,0,,0,0,0
1785471551.3547142,42.229695,-1.2350848,513.39,13.314,GUIDED,1,1,0,,0,0,0
1785471551.85657,42.229695,-1.2350848,514.64,14.561,GUIDED,1,1,0,,0,0,0
1785471552.3583157,42.229695,-1.2350848,515.89,15.81,GUIDED,1,1,0,,0,0,0
1785471552.8608985,42.229695,-1.2350848,517.14,17.06,GUIDED,1,1,0,,0,0,0
1785471553.363251,42.229695,-1.2350847,518.57,18.494,GUIDED,1,1,0,,0,0,0
1785471553.8653061,42.229695,-1.2350847,519.63,19.55,GUIDED,1,1,0,,0,0,0
1785471554.367435,42.229695,-1.2350847,520.71,20.63,GUIDED,1,1,0,,0,0,0
1785471554.8702075,42.229695,-1.2350847,521.46,21.38,GUIDED,1,1,0,,0,0,0
1785471555.3721325,42.229695,-1.2350847,522.17,22.099,GUIDED,1,1,0,,0,0,0
1785471555.8756697,42.2296949,-1.2350846,522.61,22.536,GUIDED,1,2,0,,0,0,0
1785471556.3790033,42.2296927,-1.2350826,522.82,22.741,GUIDED,1,2,0,,0,0,0
1785471556.8823726,42.2296856,-1.2350764,522.83,22.751,GUIDED,1,2,0,,0,0,0
1785471557.385695,42.2296736,-1.2350661,522.8,22.729,GUIDED,1,2,0,,0,0,0
1785471557.8892963,42.229657,-1.2350517,522.8,22.727,GUIDED,1,2,0,,0,0,0
1785471558.3925753,42.2296358,-1.2350334,522.81,22.739,GUIDED,1,2,0,,0,0,0
1785471558.8955464,42.2296103,-1.2350112,522.83,22.754,GUIDED,1,2,0,,0,0,0
1785471559.3992028,42.2295762,-1.2349814,522.85,22.774,GUIDED,1,2,0,,0,0,0
1785471559.9018433,42.2295467,-1.2349554,522.86,22.783,GUIDED,1,2,0,,0,0,0
1785471560.4057617,42.2295164,-1.2349288,522.87,22.791,GUIDED,1,2,0,,0,0,0
1785471560.9099166,42.2294856,-1.2349017,522.88,22.8,GUIDED,1,2,0,,0,0,0
1785471561.4140291,42.2294547,-1.2348746,522.88,22.809,GUIDED,1,2,0,,0,0,0
1785471561.9173121,42.2294237,-1.2348475,522.89,22.818,GUIDED,1,2,0,,0,0,0
1785471562.4207888,42.2293867,-1.234815,522.9,22.827,GUIDED,1,2,0,,0,0,0
1785471562.9246738,42.2293559,-1.2347881,522.91,22.834,GUIDED,1,2,0,,0,0,0
1785471563.4280174,42.2293192,-1.2347561,522.92,22.842,GUIDED,1,2,0,,0,0,0
1785471563.932636,42.2292887,-1.2347296,522.92,22.848,GUIDED,1,2,1,68.3879987218835,0,0,0
1785471564.4367325,42.2292584,-1.2347031,522.93,22.854,GUIDED,1,2,1,62.717918827749564,0,0,0
1785471564.9421587,42.229222,-1.2346713,522.95,22.875,GUIDED,1,2,1,48.65321352497493,1,15,1
1785471565.446003,42.2291945,-1.2346455,523.04,22.963,GUIDED,1,2,1,40.23089361610997,1,15,2
1785471565.9503543,42.2291683,-1.234617,523.08,23.006,GUIDED,1,2,1,36.22448285578351,1,14,1
1785471566.4545531,42.2291517,-1.2345963,523.08,23.0,GUIDED,1,2,1,34.76071596850974,1,14,1
1785471566.9587274,42.2291393,-1.2345798,523.07,22.994,GUIDED,1,2,1,33.771585348880805,1,13,1
1785471567.4622288,42.2291289,-1.2345656,523.07,22.995,GUIDED,1,2,1,33.01620498363976,1,13,1
1785471567.9651206,42.229118,-1.234551,523.07,22.998,GUIDED,1,2,1,32.28702859097319,1,13,1
