ts,lat,lon,alt_msl,rel_alt,mode,armed,wp_idx,obs_count,nearest_obs_dist_m,evasion_active,evasion_path_len,evasion_path_idx
1785471008.0127883,42.229695,-1.235085,500.1,-0.012,STABILIZE,0,1,0,,0,0,0
1785471008.5145102,42.229695,-1.235085,500.1,-0.012,GUIDED,0,1,0,,0,0,0
1785471009.0158596,42.229695,-1.235085,500.1,-0.012,GUIDED,0,1,0,,0,0,0
1785471009.5174868,42.229695,-1.235085,500.1,-0.012,GUIDED,0,1,0,,0,0,0
1785471010.0190983,42.229695,-1.235085,500.1,-0.012,GUIDED,0,1,0,,0,0,0
1785471010.521446,42.229695,-1.235085,500.1,-0.012,GUIDED,0,1,0,,0,0,0
1785471011.022742,42.229695,-1.235085,500.1,-0.013,GUIDED,0,1,0,,0,0,0
1785471011.524144,42.229695,-1.235085,500.1,-0.013,GUIDED,0,1,0,,0,0,0
1785471012.0256724,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785471012.5280411,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785471013.029691,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785471013.5326798,42.229695,-1.235085,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471014.0345447,42.229695,-1.235085,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471014.5364058,42.229695,-1.235085,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471015.0381985,42.229695,-1.235085,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471015.5405588,42.229695,-1.235085,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471016.0420794,42.229695,-1.235085,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785471016.5435548,42.229695,-1.235085,500.12,0.043,GUIDED,1,1,0,,0,0,0
1785471017.0452592,42.229695,-1.235085,500.37,0.296,GUIDED,1,1,0,,0,0,0
1785471017.5465918,42.229695,-1.235085,501.09,1.017,GUIDED,1,1,0,,0,0,0
1785471018.0484176,42.229695,-1.2350849,501.92,1.841,GUIDED,1,1,0,,0,0,0
1785471018.5509357,42.229695,-1.2350848,503.24,3.166,GUIDED,1,1,0,,0,0,0
1785471019.0527325,42.229695,-1.2350848,504.52,4.44,GUIDED,1,1,0,,0,0,0
1785471019.5545137,42.229695,-1.2350847,506.04,5.968,GUIDED,1,1,0,,0,0,0
1785471020.0564556,42.229695,-1.2350847,507.29,7.211,GUIDED,1,1,0,,0,0,0
1785471020.5582523,42.229695,-1.2350847,508.52,8.444,GUIDED,1,1,0,,0,0,0
1785471021.0597022,42.229695,-1.2350847,510.0,9.927,GUIDED,1,1,0,,0,0,0
1785471021.5616918,42.229695,-1.2350848,511.25,11.171,GUIDED,1,1,0,,0,0,0
1785471022.0636506,42.229695,-1.2350848,512.75,12.67,GUIDED,1,1,0,,0,0,0
1785471022.565041,42.229695,-1.2350848,513.99,13.919,GUIDED,1,1,0,,0,0,0
1785471023.0666487,42.229695,-1.2350848,515.49,15.416,GUIDED,1,1,0,,0,0,0
1785471023.5688732,42.229695,-1.2350848,516.74,16.666,GUIDED,1,1,0,,0,0,0
1785471024.0701342,42.229695,-1.2350848,517.97,17.898,GUIDED,1,1,0,,0,0,0
1785471024.571839,42.229695,-1.2350848,519.1,19.027,GUIDED,1,1,0,,0,0,0
1785471025.0739975,42.229695,-1.2350848,520.09,20.013,GUIDED,1,1,0,,0,0,0
1785471025.5762146,42.229695,-1.2350848,520.93,20.857,GUIDED,1,1,0,,0,0,0
1785471026.077983,42.229695,-1.2350848,521.64,21.567,GUIDED,1,1,0,,0,0,0
1785471026.5804472,42.229695,-1.2350848,522.22,22.142,GUIDED,1,2,0,,0,0,0
1785471027.0842297,42.2296949,-1.2350847,522.64,22.562,GUIDED,1,2,0,,0,0,0
1785471027.5873432,42.2296921,-1.2350823,522.82,22.744,GUIDED,1,2,0,,0,0,0
1785471028.0900052,42.2296846,-1.2350756,522.82,22.747,GUIDED,1,2,0,,0,0,0
1785471028.5932467,42.229672,-1.2350647,522.8,22.728,GUIDED,1,2,0,,0,0,0
1785471029.0963306,42.2296548,-1.2350499,522.81,22.73,GUIDED,1,2,0,,0,0,0
1785471029.600345,42.2296331,-1.2350312,522.82,22.743,GUIDED,1,2,0,,0,0,0
1785471030.1039906,42.2296073,-1.2350086,522.83,22.758,GUIDED,1,2,0,,0,0,0
1785471030.6073189,42.229579,-1.2349839,522.85,22.775,GUIDED,1,2,0,,0,0,0
1785471031.110282,42.2295436,-1.2349529,522.86,22.787,GUIDED,1,2,0,,0,0,0
1785471031.6139967,42.2295134,-1.2349263,522.87,22.794,GUIDED,1,2,0,,0,0,0
1785471032.1176121,42.2294827,-1.2348992,522.88,22.803,GUIDED,1,2,0,,0,0,0
1785471032.620922,42.2294516,-1.234872,522.89,22.812,GUIDED,1,2,0,,0,0,0
1785471033.1239417,42.2294206,-1.2348448,522.9,22.82,GUIDED,1,2,0,,0,0,0
