ts,lat,lon,alt_msl,rel_alt,mode,armed,wp_idx,obs_count,nearest_obs_dist_m,evasion_active,evasion_path_len,evasion_path_idx
1785496720.4554112,42.229695,-1.235085,500.1,-0.013,STABILIZE,0,1,0,,0,0,0
1785496720.9583173,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785496721.4604306,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785496721.9630342,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785496722.464906,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785496722.967222,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785496723.469611,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785496723.9718018,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785496724.4747837,42.229695,-1.2350852,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785496724.9773862,42.229695,-1.2350852,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785496725.4796543,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785496725.982616,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785496726.4847229,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785496726.9869707,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785496727.48965,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785496727.9921825,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785496728.494681,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785496728.9971824,42.229695,-1.2350851,500.09,0.013,GUIDED,1,1,0,,0,0,0
1785496729.5000274,42.229695,-1.2350851,500.25,0.176,GUIDED,1,1,0,,0,0,0
1785496730.00224,42.229695,-1.2350851,500.7,0.625,GUIDED,1,1,0,,0,0,0
1785496730.504259,42.229695,-1.235085,501.36,1.285,GUIDED,1,1,0,,0,0,0
1785496731.0065148,42.229695,-1.2350849,502.27,2.199,GUIDED,1,1,0,,0,0,0
1785496731.509428,42.229695,-1.2350848,503.69,3.619,GUIDED,1,1,0,,0,0,0
1785496732.0116951,42.229695,-1.2350848,504.97,4.899,GUIDED,1,1,0,,0,0,0
1785496732.5140114,42.229695,-1.2350848,506.24,6.161,GUIDED,1,1,0,,0,0,0
1785496733.0165148,42.229695,-1.2350848,507.73,7.656,GUIDED,1,1,0,,0,0,0
1785496733.5184298,42.229695,-1.2350848,508.97,8.896,GUIDED,1,1,0,,0,0,0
1785496734.0215251,42.229695,-1.2350848,510.46,10.386,GUIDED,1,1,0,,0,0,0
1785496734.5236742,42.229695,-1.2350848,511.7,11.629,GUIDED,1,1,0,,0,0,0
1785496735.0260155,42.229695,-1.2350848,513.2,13.127,GUIDED,1,1,0,,0,0,0
1785496735.5282009,42.229695,-1.2350848,514.45,14.378,GUIDED,1,1,0,,0,0,0
1785496736.0306292,42.229695,-1.2350848,515.95,15.875,GUIDED,1,1,0,,0,0,0
1785496736.5328581,42.229695,-1.2350848,516.95,16.871,GUIDED,1,1,0,,0,0,0
1785496737.035631,42.229695,-1.2350848,518.45,18.374,GUIDED,1,1,0,,0,0,0
1785496737.5377696,42.229695,-1.2350848,519.95,19.879,GUIDED,1,1,0,,0,0,0
1785496738.0401905,42.229695,-1.2350847,521.2,21.129,GUIDED,1,1,0,,0,0,0
1785496738.542725,42.229695,-1.2350847,522.45,22.377,GUIDED,1,1,0,,0,0,0
1785496739.0455263,42.229695,-1.2350847,523.95,23.877,GUIDED,1,1,0,,0,0,0
1785496739.5478237,42.229695,-1.2350847,525.2,25.125,GUIDED,1,1,0,,0,0,0
1785496740.050836,42.229695,-1.2350846,526.7,26.621,GUIDED,1,1,0,,0,0,0
1785496740.5533774,42.229695,-1.2350846,527.95,27.872,GUIDED,1,1,0,,0,0,0
1785496741.0558996,42.229695,-1.2350846,529.45,29.372,GUIDED,1,1,0,,0,0,0
1785496741.5582714,42.229695,-1.2350846,530.7,30.621,GUIDED,1,1,0,,0,0,0
1785496742.0607297,42.229695,-1.2350846,531.94,31.867,GUIDED,1,1,0,,0,0,0
1785496742.5632331,42.229695,-1.2350846,533.44,33.367,GUIDED,1,1,0,,0,0,0
1785496743.0656776,42.229695,-1.2350846,534.94,34.862,GUIDED,1,1,0,,0,0,0
1785496743.568573,42.229695,-1.2350846,536.18,36.107,GUIDED,1,1,0,,0,0,0
1785496744.0710685,42.229695,-1.2350846,537.43,37.353,GUIDED,1,1,0,,0,0,0
1785496744.5733652,42.229695,-1.2350846,538.93,38.858,GUIDED,1,1,0,,0,0,0
1785496745.0762517,42.229695,-1.2350847,540.16,40.083,GUIDED,1,1,0,,0,0,0
1785496745.5785396,42.229695,-1.2350847,541.27,41.191,GUIDED,1,1,0,,0,0,0
1785496746.0808759,42.229695,-1.2350847,542.23,42.153,GUIDED,1,1,0,,0,0,0
1785496746.5834596,42.229695,-1.2350847,543.05,42.978,GUIDED,1,1,0,,0,0,0
1785496747.0862935,42.229695,-1.2350847,543.86,43.789,GUIDED,1,1,0,,0,0,0
1785496747.5896945,42.229695,-1.2350847,544.39,44.315,GUIDED,1,2,0,,0,0,0
1785496748.0938504,42.2296964,-1.2350857,544.76,44.686,GUIDED,1,2,0,,0,0,0
1785496748.5973563,42.2297025,-1.23509,544.82,44.741,GUIDED,1,2,0,,0,0,0
1785496749.1009254,42.2297169,-1.2351003,544.79,44.718,GUIDED,1,2,0,,0,0,0
1785496749.6043825,42.2297343,-1.2351126,544.79,44.719,GUIDED,1,2,0,,0,0,0
1785496750.1073856,42.2297565,-1.2351281,544.81,44.732,GUIDED,1,2,0,,0,0,0
1785496750.6104925,42.2297892,-1.2351513,544.83,44.754,GUIDED,1,2,0,,0,0,0
1785496751.1132672,42.2298192,-1.2351724,544.85,44.774,GUIDED,1,2,0,,0,0,0
1785496751.6172512,42.2298567,-1.2351983,544.86,44.783,GUIDED,1,2,0,,0,0,0
1785496752.1204107,42.2298887,-1.2352205,544.86,44.788,GUIDED,1,2,0,,0,0,0
1785496752.6240907,42.2299277,-1.2352476,544.87,44.797,GUIDED,1,2,0,,0,0,0
1785496753.1273782,42.2299603,-1.2352705,544.88,44.806,GUIDED,1,2,0,,0,0,0
1785496753.630649,42.2299996,-1.2352981,544.89,44.815,GUIDED,1,2,0,,0,0,0
1785496754.1338294,42.2300323,-1.2353212,544.9,44.822,GUIDED,1,2,0,,0,0,0
1785496754.6369457,42.230065,-1.2353442,544.9,44.829,GUIDED,1,2,0,,0,0,0
1785496755.140647,42.2300974,-1.235367,544.91,44.836,GUIDED,1,2,0,,0,0,0
1785496755.6443577,42.2301361,-1.2353942,544.92,44.845,GUIDED,1,2,0,,0,0,0
1785496756.1469357,42.2301747,-1.2354213,544.93,44.853,GUIDED,1,2,0,,0,0,0
1785496756.650186,42.2302068,-1.2354438,544.94,44.86,GUIDED,1,2,0,,0,0,0
1785496757.1526048,42.2302387,-1.2354663,544.94,44.866,GUIDED,1,2,0,,0,0,0
1785496757.6549306,42.230277,-1.2354931,544.95,44.874,GUIDED,1,2,0,,0,0,0
1785496758.1586003,42.230309,-1.2355156,544.96,44.881,GUIDED,1,2,0,,0,0,0
1785496758.661318,42.2303475,-1.2355426,544.96,44.888,GUIDED,1,2,0,,0,0,0
1785496759.1643782,42.2303794,-1.2355649,544.97,44.894,GUIDED,1,2,0,,0,0,0
1785496759.668011,42.2304112,-1.2355873,544.98,44.9,GUIDED,1,2,0,,0,0,0
1785496760.1702917,42.2304368,-1.2356052,544.98,44.904,GUIDED,1,2,0,,0,0,0
1785496760.6738126,42.2304751,-1.2356321,544.99,44.911,GUIDED,1,2,0,,0,0,0
1785496761.1773772,42.230507,-1.2356545,544.99,44.917,GUIDED,1,2,0,,0,0,0
1785496761.6802335,42.2305388,-1.2356768,545.0,44.923,GUIDED,1,2,0,,0,0,0
1785496762.1832762,42.2305771,-1.2357036,545.01,44.93,GUIDED,1,2,0,,0,0,0
1785496762.6869438,42.2306091,-1.235726,545.01,44.935,GUIDED,1,2,0,,0,0,0
1785496763.1905878,42.2306474,-1.2357529,545.02,44.942,GUIDED,1,2,0,,0,0,0
1785496763.6936035,42.2306792,-1.2357752,545.02,44.947,GUIDED,1,2,0,,0,0,0
1785496764.1963272,42.2307175,-1.2358021,545.03,44.954,GUIDED,1,2,0,,0,0,0
1785496764.6991477,42.2307495,-1.2358245,545.04,44.96,GUIDED,1,2,0,,0,0,0
1785496765.2027838,42.2307877,-1.2358513,545.04,44.967,GUIDED,1,2,0,,0,0,0
1785496765.7062852,42.2308194,-1.2358735,545.05,44.974,GUIDED,1,2,0,,0,0,0
1785496766.2102883,42.2308558,-1.235899,545.06,44.982,GUIDED,1,2,0,,0,0,0
1785496766.7148292,42.2308839,-1.2359187,545.06,44.985,GUIDED,1,2,0,,0,0,0
1785496767.2177095,42.2309096,-1.2359367,545.06,44.987,GUIDED,1,2,0,,0,0,0
1785496767.721024,42.2309371,-1.2359559,545.07,44.991,GUIDED,1,2,0,,0,0,0
1785496768.2246497,42.2309569,-1.2359697,545.07,44.994,GUIDED,1,2,0,,0,0,0
1785496768.7278638,42.2309764,-1.2359834,545.07,44.997,GUIDED,1,3,0,,0,0,0
1785496769.2308497,42.2309876,-1.2359914,545.07,44.997,GUIDED,1,3,0,,0,0,0
1785496769.7339575,42.2309935,-1.2359955,545.08,45.0,GUIDED,1,3,0,,0,0,0
1785496770.2365594,42.2309944,-1.2359954,545.08,45.002,GUIDED,1,3,0,,0,0,0
1785496770.7398195,42.230989,-1.2359894,545.08,45.002,GUIDED,1,3,0,,0,0,0
1785496771.2435648,42.2309794,-1.2359797,545.08,45.001,GUIDED,1,3,0,,0,0,0
1785496771.7469313,42.2309653,-1.2359656,545.07,44.999,GUIDED,1,3,0,,0,0,0
1785496772.2497442,42.2309426,-1.2359429,545.07,44.996,GUIDED,1,3,0,,0,0,0
1785496772.7531905,42.230919,-1.2359197,545.07,44.998,GUIDED,1,3,0,,0,0,0
1785496773.256521,42.2308869,-1.2358877,545.08,45.007,GUIDED,1,3,0,,0,0,0
1785496773.7608285,42.2308588,-1.2358594,545.08,45.008,GUIDED,1,3,0,,0,0,0
1785496774.2637773,42.230824,-1.2358245,545.08,45.004,GUIDED,1,3,0,,0,0,0
1785496774.7670093,42.2307944,-1.2357949,545.08,45.003,GUIDED,1,3,0,,0,0,0
1785496775.2701337,42.2307587,-1.2357592,545.08,45.003,GUIDED,1,3,0,,0,0,0
1785496775.7738547,42.2307288,-1.2357293,545.08,45.003,GUIDED,1,3,0,,0,0,0
1785496776.2774215,42.230693,-1.2356935,545.08,45.003,GUIDED,1,3,0,,0,0,0
1785496776.7804127,42.2306636,-1.235664,545.08,45.005,GUIDED,1,3,0,,0,0,0
1785496777.2835927,42.2306356,-1.2356359,545.08,45.006,GUIDED,1,3,0,,0,0,0
1785496777.7870257,42.2306045,-1.2356048,545.08,45.003,GUIDED,1,3,0,,0,0,0
1785496778.2898417,42.2305812,-1.2355814,545.07,44.999,GUIDED,1,3,0,,0,0,0
1785496778.7925582,42.2305564,-1.2355566,545.07,44.997,GUIDED,1,3,0,,0,0,0
1785496779.295381,42.2305386,-1.2355388,545.07,44.996,GUIDED,1,3,0,,0,0,0
1785496779.7993314,42.2305235,-1.2355237,545.07,44.997,GUIDED,1,4,0,,0,0,0
1785496780.3027148,42.2305095,-1.2355097,545.07,44.998,GUIDED,1,4,0,,0,0,0
1785496780.8057113,42.2304928,-1.2354929,545.07,44.999,GUIDED,1,4,0,,0,0,0
1785496781.3092961,42.2304673,-1.2354671,545.08,45.003,GUIDED,1,4,0,,0,0,0
1785496781.8124654,42.2304421,-1.2354416,545.08,45.007,GUIDED,1,4,0,,0,0,0
1785496782.316229,42.2304151,-1.2354144,545.08,45.009,GUIDED,1,4,0,,0,0,0
1785496782.8192847,42.2303817,-1.2353809,545.08,45.005,GUIDED,1,4,0,,0,0,0
1785496783.3232307,42.2303473,-1.2353466,545.08,45.002,GUIDED,1,4,0,,0,0,0
1785496783.8275216,42.2303181,-1.2353175,545.08,45.0,GUIDED,1,4,0,,0,0,0
1785496784.330824,42.2302828,-1.2352824,545.07,44.999,GUIDED,1,4,0,,0,0,0
1785496784.83387,42.2302534,-1.2352531,545.07,44.999,GUIDED,1,4,0,,0,0,0
1785496785.3372767,42.2302239,-1.2352238,545.07,44.999,GUIDED,1,4,0,,0,0,0
1785496785.8412821,42.2301887,-1.2351887,545.08,45.0,GUIDED,1,4,0,,0,0,0
1785496786.3461835,42.2301598,-1.2351598,545.08,45.003,GUIDED,1,4,0,,0,0,0
1785496786.8494117,42.2301269,-1.235127,545.08,45.003,GUIDED,1,4,0,,0,0,0
1785496787.3533823,42.2301017,-1.2351018,545.08,45.001,GUIDED,1,4,0,,0,0,0
1785496787.8561788,42.2300743,-1.2350745,545.07,44.997,GUIDED,1,4,0,,0,0,0
1785496788.3599994,42.2300542,-1.2350544,545.07,44.995,GUIDED,1,4,0,,0,0,0
1785496788.8633206,42.2300368,-1.235037,545.07,44.994,GUIDED,1,4,0,,0,0,0
1785496789.3666372,42.2300194,-1.2350197,545.07,44.995,GUIDED,1,5,0,,0,0,0
1785496789.8700893,42.2300051,-1.2350074,545.07,44.996,GUIDED,1,5,0,,0,0,0
1785496790.373358,42.2299821,-1.2349916,545.07,44.999,GUIDED,1,5,0,,0,0,0
1785496790.877304,42.2299576,-1.2349761,545.08,45.003,GUIDED,1,5,0,,0,0,0
1785496791.3817503,42.229923,-1.2349548,545.08,45.009,GUIDED,1,5,0,,0,0,0
1785496791.8852048,42.2298924,-1.2349362,545.08,45.009,GUIDED,1,5,0,,0,0,0
1785496792.3879304,42.2298607,-1.2349171,545.08,45.004,GUIDED,1,5,0,,0,0,0
1785496792.892191,42.2298216,-1.2348937,545.08,45.001,GUIDED,1,5,0,,0,0,0
1785496793.396036,42.2298016,-1.2348817,545.08,45.0,GUIDED,1,5,0,,0,0,0
1785496793.898844,42.2297614,-1.2348577,545.07,44.998,GUIDED,1,5,0,,0,0,0
1785496794.4016218,42.2297278,-1.2348376,545.07,44.998,GUIDED,1,5,0,,0,0,0
1785496794.9051323,42.2296879,-1.2348135,545.07,44.999,GUIDED,1,5,0,,0,0,0
1785496795.4099672,42.2296559,-1.2347943,545.07,44.999,GUIDED,1,5,0,,0,0,0
1785496795.914022,42.2296204,-1.2347728,545.07,44.995,GUIDED,1,5,0,,0,0,0
1785496796.4179623,42.2295936,-1.2347567,545.07,44.991,GUIDED,1,5,0,,0,0,0
1785496796.9218893,42.2295698,-1.2347423,545.06,44.989,GUIDED,1,5,0,,0,0,0
1785496797.4252312,42.2295449,-1.2347274,545.06,44.988,GUIDED,1,5,0,,0,0,0
1785496797.929569,42.2295276,-1.234717,545.06,44.988,GUIDED,1,6,0,,0,0,0
1785496798.4327805,42.2295109,-1.2347073,545.06,44.989,GUIDED,1,6,0,,0,0,0
1785496798.9361784,42.2294856,-1.2346938,545.07,44.993,GUIDED,1,6,0,,0,0,0
1785496799.439018,42.229459,-1.23468,545.07,44.999,GUIDED,1,6,0,,0,0,0
1785496799.9427671,42.2294228,-1.2346614,545.08,45.009,GUIDED,1,6,0,,0,0,0
1785496800.4463992,42.2293911,-1.2346452,545.08,45.008,GUIDED,1,6,0,,0,0,0
1785496800.9498045,42.2293518,-1.2346252,545.08,45.004,GUIDED,1,6,0,,0,0,0
1785496801.4527264,42.2293181,-1.2346083,545.08,45.001,GUIDED,1,6,0,,0,0,0
1785496801.9558687,42.2292841,-1.2345912,545.07,44.999,GUIDED,1,6,0,,0,0,0
1785496802.4604511,42.2292431,-1.2345706,545.07,44.999,GUIDED,1,6,0,,0,0,0
1785496802.9638455,42.229203,-1.2345504,545.08,45.001,GUIDED,1,6,0,,0,0,0
1785496803.4673085,42.2291718,-1.2345347,545.07,44.998,GUIDED,1,6,0,,0,0,0
1785496803.9703875,42.2291378,-1.2345176,545.07,44.993,GUIDED,1,6,0,,0,0,0
1785496804.4731874,42.2291125,-1.2345049,545.07,44.99,GUIDED,1,6,0,,0,0,0
1785496804.9773622,42.2290903,-1.2344937,545.06,44.989,GUIDED,1,6,0,,0,0,0
1785496805.480593,42.2290713,-1.2344841,545.06,44.989,GUIDED,1,7,0,,0,0,0
1785496805.9841757,42.2290551,-1.2344759,545.07,44.99,GUIDED,1,7,0,,0,0,0
1785496806.487648,42.2290382,-1.2344675,545.07,44.99,GUIDED,1,7,0,,0,0,0
1785496806.9915142,42.2290167,-1.2344567,545.07,44.995,GUIDED,1,7,0,,0,0,0
1785496807.4961007,42.2289844,-1.2344405,545.08,45.002,GUIDED,1,7,0,,0,0,0
1785496808.0004387,42.228954,-1.2344252,545.08,45.009,GUIDED,1,7,0,,0,0,0
1785496808.5036905,42.2289222,-1.2344093,545.08,45.008,GUIDED,1,7,0,,0,0,0
1785496809.0066795,42.2288831,-1.2343899,545.08,45.006,GUIDED,1,7,0,,0,0,0
1785496809.5105605,42.2288513,-1.2343743,545.08,45.003,GUIDED,1,7,0,,0,0,0
1785496810.0141494,42.2288158,-1.2343569,545.07,44.996,GUIDED,1,7,0,,0,0,0
1785496810.5172515,42.228789,-1.2343438,545.07,44.992,GUIDED,1,7,0,,0,0,0
1785496811.0212288,42.2287605,-1.2343299,545.06,44.988,GUIDED,1,7,0,,0,0,0
1785496811.5252807,42.2287402,-1.23432,545.06,44.988,GUIDED,1,8,0,,0,0,0
1785496812.0287802,42.2287203,-1.2343099,545.06,44.989,GUIDED,1,8,0,,0,0,0
1785496812.5324028,42.2287053,-1.2342984,545.07,44.991,GUIDED,1,8,0,,0,0,0
1785496813.0356705,42.2286843,-1.2342764,545.07,44.996,GUIDED,1,8,0,,0,0,0
1785496813.5383184,42.2286635,-1.2342518,545.07,44.999,GUIDED,1,8,0,,0,0,0
1785496814.042118,42.2286399,-1.234223,545.08,45.005,GUIDED,1,8,0,,0,0,0
1785496814.5454385,42.2286105,-1.2341867,545.08,45.007,GUIDED,1,8,0,,0,0,0
1785496815.047665,42.2285865,-1.2341572,545.08,45.002,GUIDED,1,8,0,,0,0,0
1785496815.552165,42.2285594,-1.2341239,545.07,44.995,GUIDED,1,8,0,,0,0,0
1785496816.055966,42.2285388,-1.2340986,545.07,44.991,GUIDED,1,8,0,,0,0,0
1785496816.558869,42.2285167,-1.2340716,545.06,44.988,GUIDED,1,8,0,,0,0,0
1785496817.062882,42.2285011,-1.2340525,545.06,44.988,GUIDED,1,10,0,,0,0,0
1785496817.5656884,42.2284861,-1.2340341,545.02,44.943,LAND,1,10,0,,0,0,0
1785496818.0678022,42.2284779,-1.2340241,544.74,44.668,LAND,1,10,0,,0,0,0
1785496818.5701184,42.2284736,-1.2340189,544.05,43.973,LAND,1,10,0,,0,0,0
1785496819.0729408,42.2284731,-1.2340182,543.27,43.193,LAND,1,10,0,,0,0,0
1785496819.5752594,42.2284737,-1.2340188,542.48,42.404,LAND,1,10,0,,0,0,0
1785496820.0778558,42.2284747,-1.2340198,541.57,41.498,LAND,1,10,0,,0,0,0
1785496820.5807946,42.2284755,-1.2340206,540.83,40.756,LAND,1,10,0,,0,0,0
1785496821.0832949,42.2284762,-1.2340213,539.95,39.87,LAND,1,10,0,,0,0,0
1785496821.5862439,42.2284766,-1.2340216,539.2,39.128,LAND,1,10,0,,0,0,0
1785496822.0886705,42.2284769,-1.2340218,538.31,38.235,LAND,1,10,0,,0,0,0
1785496822.5913544,42.228477,-1.2340219,537.56,37.485,LAND,1,10,0,,0,0,0
1785496823.093852,42.2284771,-1.234022,536.66,36.584,LAND,1,10,0,,0,0,0
1785496823.5962806,42.2284772,-1.2340221,535.91,35.834,LAND,1,10,0,,0,0,0
1785496824.0988808,42.2284773,-1.2340222,535.01,34.936,LAND,1,10,0,,0,0,0
