ts,lat,lon,alt_msl,rel_alt,mode,armed,wp_idx,obs_count,nearest_obs_dist_m,evasion_active,evasion_path_len,evasion_path_idx
1785500511.3493333,42.229695,-1.2350851,500.08,-0.012,STABILIZE,0,1,0,,0,0,0
1785500511.8519588,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785500512.35439,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785500512.856485,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785500513.3585052,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785500513.8605409,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785500514.3627362,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785500514.8647883,42.229695,-1.2350851,500.11,0.037,GUIDED,1,1,0,,0,0,0
1785500515.366528,42.229695,-1.2350851,500.33,0.259,GUIDED,1,1,0,,0,0,0
1785500515.869082,42.229695,-1.235085,500.93,0.851,GUIDED,1,1,0,,0,0,0
1785500516.3713408,42.229695,-1.2350849,501.86,1.78,GUIDED,1,1,0,,0,0,0
1785500516.8734236,42.229695,-1.2350848,502.91,2.835,GUIDED,1,1,0,,0,0,0
1785500517.375708,42.229695,-1.2350848,504.42,4.347,GUIDED,1,1,0,,0,0,0
1785500517.877776,42.229695,-1.2350847,505.7,5.625,GUIDED,1,1,0,,0,0,0
1785500518.3796132,42.229695,-1.2350847,507.2,7.125,GUIDED,1,1,0,,0,0,0
1785500518.8816352,42.229695,-1.2350847,508.44,8.36,GUIDED,1,1,0,,0,0,0
1785500519.3840902,42.229695,-1.2350847,509.92,9.847,GUIDED,1,1,0,,0,0,0
1785500519.8860867,42.229695,-1.2350847,511.16,11.083,GUIDED,1,1,0,,0,0,0
1785500520.3882332,42.229695,-1.2350848,512.65,12.575,GUIDED,1,1,0,,0,0,0
1785500520.890218,42.229695,-1.2350848,513.9,13.823,GUIDED,1,1,0,,0,0,0
1785500521.392301,42.229695,-1.2350848,515.15,15.074,GUIDED,1,1,0,,0,0,0
1785500521.8941538,42.229695,-1.2350848,516.65,16.574,GUIDED,1,1,0,,0,0,0
1785500522.3967094,42.229695,-1.2350848,517.9,17.824,GUIDED,1,1,0,,0,0,0
1785500522.8983634,42.229695,-1.2350848,519.4,19.326,GUIDED,1,1,0,,0,0,0
1785500523.4005275,42.229695,-1.2350848,520.65,20.579,GUIDED,1,1,0,,0,0,0
1785500523.9031558,42.229695,-1.2350848,522.15,22.079,GUIDED,1,1,0,,0,0,0
1785500524.4051487,42.229695,-1.2350847,523.4,23.326,GUIDED,1,1,0,,0,0,0
1785500524.9069421,42.229695,-1.2350847,524.9,24.829,GUIDED,1,1,0,,0,0,0
1785500525.4089642,42.229695,-1.2350846,526.16,26.083,GUIDED,1,1,0,,0,0,0
1785500525.9115014,42.229695,-1.2350846,527.66,27.582,GUIDED,1,1,0,,0,0,0
1785500526.4139805,42.229695,-1.2350846,528.9,28.829,GUIDED,1,1,0,,0,0,0
1785500526.9163306,42.229695,-1.2350846,530.41,30.332,GUIDED,1,1,0,,0,0,0
1785500527.418877,42.229695,-1.2350846,531.66,31.587,GUIDED,1,1,0,,0,0,0
1785500527.921127,42.229695,-1.2350846,533.16,33.089,GUIDED,1,1,0,,0,0,0
1785500528.4229324,42.229695,-1.2350846,534.41,34.336,GUIDED,1,1,0,,0,0,0
1785500528.9253986,42.229695,-1.2350846,535.91,35.837,GUIDED,1,1,0,,0,0,0
1785500529.4275541,42.229695,-1.2350846,537.16,37.087,GUIDED,1,1,0,,0,0,0
1785500529.9298217,42.229695,-1.2350846,538.66,38.584,GUIDED,1,1,0,,0,0,0
1785500530.4321015,42.229695,-1.2350846,539.89,39.818,GUIDED,1,1,0,,0,0,0
1785500530.934327,42.229695,-1.2350846,541.24,41.167,GUIDED,1,1,0,,0,0,0
1785500531.436356,42.229695,-1.2350847,542.21,42.134,GUIDED,1,1,0,,0,0,0
1785500531.9389188,42.229695,-1.2350847,543.18,43.106,GUIDED,1,1,0,,0,0,0
1785500532.4413066,42.229695,-1.2350847,543.85,43.77,GUIDED,1,1,0,,0,0,0
1785500532.9440687,42.229695,-1.2350847,544.46,44.384,GUIDED,1,2,0,,0,0,0
1785500533.4468908,42.2296959,-1.2350854,544.76,44.688,GUIDED,1,2,0,,0,0,0
1785500533.9495068,42.2297028,-1.2350902,544.83,44.755,GUIDED,1,2,0,,0,0,0
1785500534.452091,42.2297175,-1.2351006,544.81,44.732,GUIDED,1,2,0,,0,0,0
1785500534.954325,42.2297351,-1.2351132,544.81,44.735,GUIDED,1,2,0,,0,0,0
1785500535.4568727,42.2297575,-1.2351288,544.82,44.749,GUIDED,1,2,0,,0,0,0
