ts,lat,lon,alt_msl,rel_alt,mode,armed,wp_idx,obs_count,nearest_obs_dist_m,evasion_active,evasion_path_len,evasion_path_idx
1785495744.2204313,42.229695,-1.235085,500.1,-0.013,STABILIZE,0,1,0,,0,0,0
1785495744.7233121,42.229695,-1.235085,500.1,-0.013,GUIDED,0,1,0,,0,0,0
1785495745.2256618,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785495745.727555,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785495746.2300694,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785495746.7327337,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785495747.2350304,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785495747.7374828,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785495748.2403514,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785495748.7437136,42.229695,-1.2350852,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785495749.245836,42.229695,-1.2350852,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785495749.7486656,42.229695,-1.2350852,500.08,0.007,GUIDED,0,1,0,,0,0,0
1785495750.2516184,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785495750.7541015,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785495751.2561922,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785495751.758326,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785495752.2610445,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785495752.763111,42.229695,-1.2350851,500.11,0.033,GUIDED,1,1,0,,0,0,0
1785495753.2653294,42.229695,-1.2350851,500.42,0.342,GUIDED,1,1,0,,0,0,0
1785495753.767527,42.229695,-1.235085,501.01,0.932,GUIDED,1,1,0,,0,0,0
1785495754.2698498,42.229695,-1.2350849,501.98,1.903,GUIDED,1,1,0,,0,0,0
1785495754.7726264,42.229695,-1.2350849,503.07,2.997,GUIDED,1,1,0,,0,0,0
1785495755.2752848,42.229695,-1.2350848,504.33,4.259,GUIDED,1,1,0,,0,0,0
1785495755.7772195,42.229695,-1.2350848,505.87,5.79,GUIDED,1,1,0,,0,0,0
1785495756.2799847,42.229695,-1.2350848,507.12,7.04,GUIDED,1,1,0,,0,0,0
1785495756.782486,42.229695,-1.2350847,508.6,8.528,GUIDED,1,1,0,,0,0,0
1785495757.2848182,42.229695,-1.2350847,509.84,9.769,GUIDED,1,1,0,,0,0,0
1785495757.7872508,42.229695,-1.2350847,511.34,11.264,GUIDED,1,1,0,,0,0,0
1785495758.28995,42.229695,-1.2350847,512.58,12.509,GUIDED,1,1,0,,0,0,0
1785495758.7927082,42.229695,-1.2350848,514.08,14.006,GUIDED,1,1,0,,0,0,0
1785495759.2951977,42.229695,-1.2350848,515.33,15.255,GUIDED,1,1,0,,0,0,0
1785495759.7974033,42.229695,-1.2350848,516.83,16.755,GUIDED,1,1,0,,0,0,0
1785495760.299773,42.229695,-1.2350847,518.08,18.004,GUIDED,1,1,0,,0,0,0
1785495760.802266,42.229695,-1.2350847,519.33,19.254,GUIDED,1,1,0,,0,0,0
1785495761.3047273,42.229695,-1.2350847,520.83,20.759,GUIDED,1,1,0,,0,0,0
1785495761.806816,42.229695,-1.2350847,522.09,22.01,GUIDED,1,1,0,,0,0,0
1785495762.3088903,42.229695,-1.2350847,523.58,23.509,GUIDED,1,1,0,,0,0,0
1785495762.8118033,42.229695,-1.2350846,524.83,24.757,GUIDED,1,1,0,,0,0,0
1785495763.314646,42.229695,-1.2350846,526.33,26.258,GUIDED,1,1,0,,0,0,0
1785495763.8168364,42.229695,-1.2350846,527.58,27.506,GUIDED,1,1,0,,0,0,0
1785495764.3197455,42.229695,-1.2350846,529.08,29.004,GUIDED,1,1,0,,0,0,0
1785495764.8221207,42.229695,-1.2350846,530.33,30.252,GUIDED,1,1,0,,0,0,0
1785495765.3247242,42.229695,-1.2350846,531.83,31.753,GUIDED,1,1,0,,0,0,0
1785495765.82712,42.229695,-1.2350846,533.08,33.001,GUIDED,1,1,0,,0,0,0
1785495766.3296673,42.229695,-1.2350846,534.33,34.25,GUIDED,1,1,0,,0,0,0
1785495766.8318417,42.229695,-1.2350846,535.82,35.744,GUIDED,1,1,0,,0,0,0
1785495767.3345335,42.229695,-1.2350846,537.07,36.99,GUIDED,1,1,0,,0,0,0
1785495767.8368804,42.229695,-1.2350846,538.56,38.488,GUIDED,1,1,0,,0,0,0
1785495768.3391807,42.229695,-1.2350846,539.8,39.727,GUIDED,1,1,0,,0,0,0
1785495768.8416004,42.229695,-1.2350846,540.95,40.875,GUIDED,1,1,0,,0,0,0
1785495769.3440993,42.229695,-1.2350847,542.14,42.069,GUIDED,1,1,0,,0,0,0
1785495769.8470798,42.229695,-1.2350847,542.98,42.906,GUIDED,1,1,0,,0,0,0
1785495770.349809,42.229695,-1.2350847,543.68,43.607,GUIDED,1,1,0,,0,0,0
1785495770.8536315,42.229695,-1.2350847,544.35,44.271,GUIDED,1,2,0,,0,0,0
1785495771.3566132,42.2296944,-1.2350843,544.71,44.63,GUIDED,1,2,0,,0,0,0
1785495771.8596673,42.2296903,-1.2350804,544.82,44.743,GUIDED,1,2,0,,0,0,0
1785495772.3629081,42.2296813,-1.2350719,544.81,44.734,GUIDED,1,2,0,,0,0,0
1785495772.8665617,42.2296641,-1.2350559,544.8,44.728,GUIDED,1,2,0,,0,0,0
1785495773.3691611,42.229645,-1.2350381,544.82,44.742,GUIDED,1,2,0,,0,0,0
1785495773.872017,42.2296216,-1.2350163,544.84,44.761,GUIDED,1,2,0,,0,0,0
