ts,lat,lon,alt_msl,rel_alt,mode,armed,wp_idx,obs_count,nearest_obs_dist_m,evasion_active,evasion_path_len,evasion_path_idx
1785470262.7253366,42.229695,-1.235085,500.1,-0.012,STABILIZE,0,1,0,,0,0,0
1785470263.2282875,42.229695,-1.235085,500.1,-0.013,GUIDED,0,1,0,,0,0,0
1785470263.729894,42.229695,-1.235085,500.1,-0.013,GUIDED,0,1,0,,0,0,0
1785470264.2316346,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785470264.7334285,42.229695,-1.235085,500.08,-0.013,GUIDED,0,1,0,,0,0,0
1785470265.23637,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785470265.7379804,42.229695,-1.235085,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785470266.2401376,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785470266.741934,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785470267.2440746,42.229695,-1.2350851,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785470267.7455733,42.229695,-1.2350852,500.08,-0.012,GUIDED,0,1,0,,0,0,0
1785470268.2475288,42.229695,-1.2350852,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785470268.750062,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785470269.2518847,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785470269.754176,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785470270.25668,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785470270.7586675,42.229695,-1.2350851,500.08,0.007,GUIDED,1,1,0,,0,0,0
1785470271.260612,42.229695,-1.2350851,500.11,0.037,GUIDED,1,1,0,,0,0,0
1785470271.762846,42.229695,-1.2350851,500.33,0.253,GUIDED,1,1,0,,0,0,0
1785470272.2646217,42.229695,-1.235085,501.04,0.961,GUIDED,1,1,0,,0,0,0
1785470272.7669194,42.229695,-1.2350849,501.84,1.762,GUIDED,1,1,0,,0,0,0
1785470273.2685397,42.229695,-1.2350849,502.89,2.817,GUIDED,1,1,0,,0,0,0
1785470273.7704277,42.229695,-1.2350848,504.14,4.064,GUIDED,1,1,0,,0,0,0
1785470274.2722611,42.229695,-1.2350848,505.67,5.599,GUIDED,1,1,0,,0,0,0
1785470274.7745783,42.229695,-1.2350847,506.93,6.854,GUIDED,1,1,0,,0,0,0
1785470275.2760105,42.229695,-1.2350847,508.17,8.095,GUIDED,1,1,0,,0,0,0
1785470275.7777522,42.229695,-1.2350847,509.66,9.583,GUIDED,1,1,0,,0,0,0
1785470276.2798262,42.229695,-1.2350847,510.9,10.827,GUIDED,1,1,0,,0,0,0
1785470276.7812219,42.229695,-1.2350847,512.15,12.074,GUIDED,1,1,0,,0,0,0
1785470277.2840168,42.229695,-1.2350848,513.65,13.57,GUIDED,1,1,0,,0,0,0
1785470277.7854037,42.229695,-1.2350848,514.89,14.817,GUIDED,1,1,0,,0,0,0
1785470278.2886825,42.229695,-1.2350848,516.14,16.066,GUIDED,1,1,0,,0,0,0
1785470278.7902713,42.229695,-1.2350848,517.39,17.315,GUIDED,1,1,0,,0,0,0
1785470279.2924604,42.229695,-1.2350847,518.58,18.5,GUIDED,1,1,0,,0,0,0
1785470279.793673,42.229695,-1.2350847,519.82,19.749,GUIDED,1,1,0,,0,0,0
1785470280.2955701,42.229695,-1.2350847,520.71,20.636,GUIDED,1,1,0,,0,0,0
1785470280.796962,42.229695,-1.2350847,521.46,21.383,GUIDED,1,1,0,,0,0,0
1785470281.2990503,42.229695,-1.2350847,522.07,21.996,GUIDED,1,1,0,,0,0,0
1785470281.8025513,42.229695,-1.2350847,522.54,22.463,GUIDED,1,2,0,,0,0,0
1785470282.3050752,42.2296931,-1.235083,522.78,22.707,GUIDED,1,2,0,,0,0,0
1785470282.808156,42.2296847,-1.2350756,522.81,22.73,GUIDED,1,2,0,,0,0,0
1785470283.3113825,42.2296722,-1.2350648,522.78,22.709,GUIDED,1,2,0,,0,0,0
1785470283.8148422,42.2296551,-1.2350501,522.78,22.708,GUIDED,1,2,0,,0,0,0
1785470284.3170724,42.2296334,-1.2350314,522.8,22.721,GUIDED,1,2,0,,0,0,0
1785470284.821022,42.229602,-1.2350039,522.82,22.741,GUIDED,1,2,0,,0,0,0
1785470285.3245564,42.2295733,-1.2349788,522.83,22.756,GUIDED,1,2,0,,0,0,0
1785470285.8282464,42.2295437,-1.2349528,522.84,22.766,GUIDED,1,2,0,,0,0,0
1785470286.3315907,42.2295133,-1.2349261,522.85,22.775,GUIDED,1,2,0,,0,0,0
1785470286.8346426,42.2294825,-1.234899,522.86,22.785,GUIDED,1,2,0,,0,0,0
1785470287.3376896,42.2294454,-1.2348664,522.87,22.797,GUIDED,1,2,0,,0,0,0
